text,affect,stems
irreconcilable,sadness,['irreconcil']
poaching,sadness,['poach']
bawl,sadness,['bawl']
eviction,sadness,['evict']
ill,sadness,['ill']
helpless,sadness,['helpless']
downfall,sadness,['downfal']
deportation,sadness,['deport']
crumbling,sadness,['crumbl']
distress,sadness,['distress']
disappointment,sadness,['disappoint']
demon,sadness,['demon']
nothingness,sadness,['nothing']
condolences,sadness,['condol']
crypt,sadness,['crypt']
longing,sadness,['long']
shame,sadness,['shame']
captivity,sadness,['captiv']
obliterate,sadness,['obliter']
chaos,sadness,['chao']
violation,sadness,['violat']
vendetta,sadness,['vendetta']
broken,sadness,['broken']
abyss,sadness,['abyss']
petloss,sadness,['petloss']
offender,sadness,['offend']
remorse,sadness,['remors']
betray,sadness,['betray']
dysentery,sadness,['dysenteri']
blight,sadness,['blight']
melancholic,sadness,['melanchol']
rupture,sadness,['ruptur']
traitor,sadness,['traitor']
haggard,sadness,['haggard']
lie,sadness,['lie']
cholera,sadness,['cholera']
degeneracy,sadness,['degeneraci']
undesirable,sadness,['undesir']
gloomy,sadness,['gloomi']
turmoil,sadness,['turmoil']
terrible,sadness,['terribl']
frighten,sadness,['frighten']
unwell,sadness,['unwel']
bully,sadness,['bulli']
bitterness,sadness,['bitter']
discrimination,sadness,['discrimin']
whine,sadness,['whine']
humiliation,sadness,['humili']
sordid,sadness,['sordid']
immoral,sadness,['immor']
harmful,sadness,['harm']
interment,sadness,['inter']
denied,sadness,['deni']
damage,sadness,['damag']
delirium,sadness,['delirium']
captive,sadness,['captiv']
pessimism,sadness,['pessim']
deplore,sadness,['deplor']
whimper,sadness,['whimper']
disliked,sadness,['dislik']
devil,sadness,['devil']
damages,sadness,['damag']
hateful,sadness,['hate']
bigoted,sadness,['bigot']
perdition,sadness,['perdit']
adultery,sadness,['adulteri']
corrupting,sadness,['corrupt']
worsening,sadness,['worsen']
flog,sadness,['flog']
dismal,sadness,['dismal']
comatose,sadness,['comatos']
autopsy,sadness,['autopsi']
worrying,sadness,['worri']
deceive,sadness,['deceiv']
tomb,sadness,['tomb']
deceit,sadness,['deceit']
wallow,sadness,['wallow']
pessimist,sadness,['pessimist']
rejection,sadness,['reject']
sadday,sadness,['sadday']
shipwreck,sadness,['shipwreck']
deceitful,sadness,['deceit']
urn,sadness,['urn']
punitive,sadness,['punit']
injury,sadness,['injuri']
resentment,sadness,['resent']
endocarditis,sadness,['endocard']
rheumatism,sadness,['rheumat']
infliction,sadness,['inflict']
expire,sadness,['expir']
tyranny,sadness,['tyranni']
anathema,sadness,['anathema']
pauper,sadness,['pauper']
runaway,sadness,['runaway']
upset,sadness,['upset']
departed,sadness,['depart']
martyr,sadness,['martyr']
smite,sadness,['smite']
malaria,sadness,['malaria']
hanging,sadness,['hang']
chagrin,sadness,['chagrin']
malaise,sadness,['malais']
memorial,sadness,['memori']
resignation,sadness,['resign']
absence,sadness,['absenc']
imissyou,sadness,['imissyou']
bummed,sadness,['bum']
unkind,sadness,['unkind']
isolated,sadness,['isol']
plague,sadness,['plagu']
shot,sadness,['shot']
bomber,sadness,['bomber']
hydrocephalus,sadness,['hydrocephalus']
surrendering,sadness,['surrend']
unfulfilled,sadness,['unfulfil']
discourage,sadness,['discourag']
disillusionment,sadness,['disillusion']
reject,sadness,['reject']
shun,sadness,['shun']
pity,sadness,['piti']
glum,sadness,['glum']
nefarious,sadness,['nefari']
groan,sadness,['groan']
concussion,sadness,['concuss']
dark,sadness,['dark']
incrimination,sadness,['incrimin']
weakly,sadness,['weak']
aching,sadness,['ach']
discontent,sadness,['discont']
undertaker,sadness,['undertak']
assailant,sadness,['assail']
deterioration,sadness,['deterior']
sorely,sadness,['sore']
antisocial,sadness,['antisoci']
homesick,sadness,['homesick']
confined,sadness,['confin']
inimical,sadness,['inim']
attacking,sadness,['attack']
tarnish,sadness,['tarnish']
forfeiture,sadness,['forfeitur']
theft,sadness,['theft']
outburst,sadness,['outburst']
fooled,sadness,['fool']
disgust,sadness,['disgust']
embolism,sadness,['embol']
requiem,sadness,['requiem']
console,sadness,['consol']
dispossessed,sadness,['dispossess']
disparity,sadness,['dispar']
sick,sadness,['sick']
prisoner,sadness,['prison']
embarrassment,sadness,['embarrass']
ache,sadness,['ach']
inflict,sadness,['inflict']
neurosis,sadness,['neurosi']
epitaph,sadness,['epitaph']
penance,sadness,['penanc']
sullen,sadness,['sullen']
grievance,sadness,['grievanc']
relapse,sadness,['relaps']
forgotten,sadness,['forgotten']
unpleasant,sadness,['unpleas']
disable,sadness,['disabl']
defenseless,sadness,['defenseless']
defunct,sadness,['defunct']
ridicule,sadness,['ridicul']
misfortune,sadness,['misfortun']
blindness,sadness,['blind']
unfriendly,sadness,['unfriend']
delusion,sadness,['delus']
wither,sadness,['wither']
stifled,sadness,['stifl']
elimination,sadness,['elimin']
unlucky,sadness,['unlucki']
sore,sadness,['sore']
retard,sadness,['retard']
vegetative,sadness,['veget']
stripped,sadness,['strip']
sin,sadness,['sin']
sequestration,sadness,['sequestr']
displeased,sadness,['displeas']
accident,sadness,['accid']
dumps,sadness,['dump']
hideous,sadness,['hideous']
weakness,sadness,['weak']
decayed,sadness,['decay']
unrequited,sadness,['unrequit']
dictatorship,sadness,['dictatorship']
complain,sadness,['complain']
lose,sadness,['lose']
regrettable,sadness,['regrett']
insecure,sadness,['insecur']
witchcraft,sadness,['witchcraft']
drugged,sadness,['drug']
disrespectful,sadness,['disrespect']
unfair,sadness,['unfair']
gonorrhea,sadness,['gonorrhea']
disturbed,sadness,['disturb']
rot,sadness,['rot']
negative,sadness,['negat']
howl,sadness,['howl']
dolor,sadness,['dolor']
mortality,sadness,['mortal']
mad,sadness,['mad']
atherosclerosis,sadness,['atherosclerosi']
impossible,sadness,['imposs']
crash,sadness,['crash']
injurious,sadness,['injuri']
chronic,sadness,['chronic']
frowning,sadness,['frown']
discomfort,sadness,['discomfort']
intolerant,sadness,['intoler']
ungodly,sadness,['ungod']
aftermath,sadness,['aftermath']
explode,sadness,['explod']
cringe,sadness,['cring']
battled,sadness,['battl']
deport,sadness,['deport']
nauseous,sadness,['nauseous']
exclusion,sadness,['exclus']
aggravating,sadness,['aggrav']
senile,sadness,['senil']
anxiety,sadness,['anxieti']
weary,sadness,['weari']
cytomegalovirus,sadness,['cytomegalovirus']
prosecute,sadness,['prosecut']
difficulty,sadness,['difficulti']
bier,sadness,['bier']
bankruptcy,sadness,['bankruptci']
endemic,sadness,['endem']
offended,sadness,['offend']
damper,sadness,['damper']
messedup,sadness,['messedup']
coma,sadness,['coma']
evict,sadness,['evict']
happiest,happiness,['happiest']
happiness,happiness,['happi']
bliss,happiness,['bliss']
celebrating,happiness,['celebr']
jubilant,happiness,['jubil']
ecstatic,happiness,['ecstat']
elation,happiness,['elat']
beaming,happiness,['beam']
bestdayever,happiness,['bestdayev']
loveee,happiness,['lovee']
celebration,happiness,['celebr']
awesomeness,happiness,['awesom']
joy,happiness,['joy']
happily,happiness,['happili']
fabulous,happiness,['fabul']
exuberance,happiness,['exuber']
excitement,happiness,['excit']
joyous,happiness,['joyous']
makesmehappy,happiness,['makesmehappi']
euphoria,happiness,['euphoria']
lovee,happiness,['love']
gratitude,happiness,['gratitud']
happydance,happiness,['happyd']
merriment,happiness,['merriment']
spectacular,happiness,['spectacular']
overjoyed,happiness,['overjoy']
purebliss,happiness,['purebliss']
triumphant,happiness,['triumphant']
lovelovelove,happiness,['lovelovelov']
ecstasy,happiness,['ecstasi']
cheerful,happiness,['cheer']
cheer,happiness,['cheer']
elated,happiness,['elat']
jolly,happiness,['jolli']
lovethis,happiness,['lovethi']
peaceofmind,happiness,['peaceofmind']
delighted,happiness,['delight']
exhilaration,happiness,['exhilar']
excitation,happiness,['excit']
pleasures,happiness,['pleasur']
laugh,happiness,['laugh']
marvelously,happiness,['marvel']
blissful,happiness,['bliss']
loving,happiness,['love']
outstanding,happiness,['outstand']
joyful,happiness,['joy']
pleasurable,happiness,['pleasur']
overthemoon,happiness,['overthemoon']
lovinglife,happiness,['lovinglif']
yaaaay,happiness,['yaaaay']
happyplace,happiness,['happyplac']
iloveher,happiness,['iloveh']
glee,happiness,['glee']
enthusiastic,happiness,['enthusiast']
sohappy,happiness,['sohappi']
superb,happiness,['superb']
laughing,happiness,['laugh']
woohoo,happiness,['woohoo']
wonderful,happiness,['wonder']
ilovechristmas,happiness,['ilovechristma']
hooray,happiness,['hooray']
brilliant,happiness,['brilliant']
cheering,happiness,['cheer']
glory,happiness,['glori']
tearsofjoy,happiness,['tearsofjoy']
magnificent,happiness,['magnific']
hallelujah,happiness,['hallelujah']
yayyyy,happiness,['yayyyi']
celebrated,happiness,['celebr']
loved,happiness,['love']
exciting,happiness,['excit']
heavenly,happiness,['heaven']
thrilled,happiness,['thrill']
mademyday,happiness,['mademyday']
hohoho,happiness,['hohoho']
wonderfully,happiness,['wonder']
blessing,happiness,['bless']
favoriteholiday,happiness,['favoriteholiday']
celebrate,happiness,['celebr']
celebrations,happiness,['celebr']
blessed,happiness,['bless']
festive,happiness,['festiv']
sweetness,happiness,['sweet']
paradise,happiness,['paradis']
marvellous,happiness,['marvel']
compliment,happiness,['compliment']
enchanting,happiness,['enchant']
smiling,happiness,['smile']
allsmiles,happiness,['allsmil']
love,happiness,['love']
homesweethome,happiness,['homesweethom']
thankyougod,happiness,['thankyougod']
marvelous,happiness,['marvel']
laughter,happiness,['laughter']
goodmood,happiness,['goodmood']
happyheart,happiness,['happyheart']
joys,happiness,['joy']
sensational,happiness,['sensat']
celebratory,happiness,['celebratori']
excellence,happiness,['excel']
delightful,happiness,['delight']
goodness,happiness,['good']
excited,happiness,['excit']
rejoicing,happiness,['rejoic']
greatful,happiness,['great']
jovial,happiness,['jovial']
glorious,happiness,['glorious']
victorious,happiness,['victori']
excellent,happiness,['excel']
bonanza,happiness,['bonanza']
rejoice,happiness,['rejoic']
splendid,happiness,['splendid']
enjoy,happiness,['enjoy']
lovemaking,happiness,['lovemak']
greatday,happiness,['greatday']
smiley,happiness,['smiley']
goodtimes,happiness,['goodtim']
whatmakesmesmile,happiness,['whatmakesmesmil']
happyday,happiness,['happyday']
myfavorite,happiness,['myfavorit']
yeahhhh,happiness,['yeahhhh']
gladness,happiness,['glad']
yayyy,happiness,['yayyy']
pleasure,happiness,['pleasur']
thankyoulord,happiness,['thankyoulord']
giggle,happiness,['giggl']
lovinlife,happiness,['lovinlif']
yesss,happiness,['yesss']
happytweet,happiness,['happytweet']
success,happiness,['success']
dancing,happiness,['danc']
lovemylife,happiness,['lovemylif']
happier,happiness,['happier']
magnificence,happiness,['magnific']
grateful,happiness,['grate']
happy,happiness,['happi']
amuse,happiness,['amus']
splendor,happiness,['splendor']
fun,happiness,['fun']
glorify,happiness,['glorifi']
solucky,happiness,['solucki']
glad,happiness,['glad']
enchanted,happiness,['enchant']
sothankful,happiness,['sothank']
radiant,happiness,['radiant']
beautiful,happiness,['beauti']
giggling,happiness,['giggl']
perfection,happiness,['perfect']
christmassy,happiness,['christmassi']
heavens,happiness,['heaven']
romance,happiness,['romanc']
thrilling,happiness,['thrill']
happyvalentinesday,happiness,['happyvalentinesday']
entertain,happiness,['entertain']
cheered,happiness,['cheer']
positivity,happiness,['posit']
congrats,happiness,['congrat']
cheers,happiness,['cheer']
lovable,happiness,['lovabl']
miraculous,happiness,['miracul']
fiesta,happiness,['fiesta']
funday,happiness,['funday']
enjoying,happiness,['enjoy']
amused,happiness,['amus']
smiles,happiness,['smile']
lifeisgood,happiness,['lifeisgood']
thebest,happiness,['thebest']
cuddling,happiness,['cuddl']
sosweet,happiness,['sosweet']
christmasspirit,happiness,['christmasspirit']
goodfeeling,happiness,['goodfeel']
delight,happiness,['delight']
orgasm,happiness,['orgasm']
party,happiness,['parti']
positive,happiness,['posit']
enlighten,happiness,['enlighten']
cheerfulness,happiness,['cheer']
miracles,happiness,['miracl']
sweetheart,happiness,['sweetheart']
giddy,happiness,['giddi']
christmastime,happiness,['christmastim']
pleasing,happiness,['pleas']
gratify,happiness,['gratifi']
smile,happiness,['smile']
laughs,happiness,['laugh']
greatness,happiness,['great']
friendliness,happiness,['friendli']
happyholidays,happiness,['happyholiday']
romantic,happiness,['romant']
blessings,happiness,['bless']
tistheseason,happiness,['tistheseason']
frolic,happiness,['frolic']
positiveenergy,happiness,['positiveenergi']
rewarding,happiness,['reward']
magical,happiness,['magic']
miracle,happiness,['miracl']
selflove,happiness,['selflov']
jubilee,happiness,['jubile']
triumph,happiness,['triumph']
goodvibes,happiness,['goodvib']
enthusiasm,happiness,['enthusiasm']
feelgood,happiness,['feelgood']
prosperity,happiness,['prosper']
passionate,happiness,['passion']
admiration,happiness,['admir']
feelinggood,happiness,['feelinggood']
tgif,happiness,['tgif']
victory,happiness,['victori']
enchant,happiness,['enchant']
vivacious,happiness,['vivaci']
luxurious,happiness,['luxuri']
behappy,happiness,['behappi']
greatnight,happiness,['greatnight']
goodday,happiness,['goodday']
glorification,happiness,['glorif']
glowing,happiness,['glow']
sing,happiness,['sing']
breathtaking,happiness,['breathtak']
yessss,happiness,['yessss']
fulfillment,happiness,['fulfil']
atpeace,happiness,['atpeac']
hurrah,happiness,['hurrah']
merry,happiness,['merri']
santa,happiness,['santa']
award,happiness,['award']
christmasbreak,happiness,['christmasbreak']
thankful,happiness,['thank']
cheery,happiness,['cheeri']
win,happiness,['win']
pleased,happiness,['pleas']
inspiration,happiness,['inspir']
radiance,happiness,['radianc']
uplift,happiness,['uplift']
optimistic,happiness,['optimist']
holidays,happiness,['holiday']
thrill,happiness,['thrill']
heaven,happiness,['heaven']
godisgreat,happiness,['godisgreat']
lucky,happiness,['lucki']
amusement,happiness,['amus']
congratulatory,happiness,['congratulatori']
harmony,happiness,['harmoni']
brighten,happiness,['brighten']
lover,happiness,['lover']
perfect,happiness,['perfect']
lovely,happiness,['love']
thriving,happiness,['thrive']
praising,happiness,['prais']
utopian,happiness,['utopian']
xmas,happiness,['xmas']
heartfelt,happiness,['heartfelt']
luxury,happiness,['luxuri']
treasures,happiness,['treasur']
magic,happiness,['magic']
bestfeeling,happiness,['bestfeel']
merrychristmas,happiness,['merrychristma']
achievement,happiness,['achiev']
holiday,happiness,['holiday']
yay,happiness,['yay']
luckiest,happiness,['luckiest']
intimate,happiness,['intim']
yaaay,happiness,['yaaay']
chuckle,happiness,['chuckl']
rave,happiness,['rave']
soblessed,happiness,['sobless']
proud,happiness,['proud']
cherish,happiness,['cherish']
sweetest,happiness,['sweetest']
amazingly,happiness,['amaz']
optimism,happiness,['optim']
fuckyeah,happiness,['fuckyeah']
goodnews,happiness,['goodnew']
cuddled,happiness,['cuddl']
satisfying,happiness,['satisfi']
beautification,happiness,['beautif']
truelove,happiness,['truelov']
lovelife,happiness,['lovelif']
gooood,happiness,['gooood']
goodlife,happiness,['goodlif']
appreciates,happiness,['appreci']
winning,happiness,['win']
yaay,happiness,['yaay']
entertained,happiness,['entertain']
excite,happiness,['excit']
newbeginnings,happiness,['newbegin']
praisejesus,happiness,['praisejesus']
birthday,happiness,['birthday']
exquisite,happiness,['exquisit']
content,happiness,['content']
godsend,happiness,['godsend']
thankyoujesus,happiness,['thankyoujesus']
adoration,happiness,['ador']
angelic,happiness,['angel']
greatfriends,happiness,['greatfriend']
favorite,happiness,['favorit']
metime,happiness,['metim']
honored,happiness,['honor']
holidayseason,happiness,['holidayseason']
entertaining,happiness,['entertain']
majestic,happiness,['majest']
brightens,happiness,['brighten']
exaltation,happiness,['exalt']
goodhealth,happiness,['goodhealth']
smiled,happiness,['smile']
bestfriends,happiness,['bestfriend']
memoriesiwontforget,happiness,['memoriesiwontforget']
precious,happiness,['precious']
luscious,happiness,['luscious']
appreciated,happiness,['appreci']
tranquility,happiness,['tranquil']
embrace,happiness,['embrac']
marry,happiness,['marri']
positively,happiness,['posit']
grin,happiness,['grin']
giggles,happiness,['giggl']
enliven,happiness,['enliven']
bday,happiness,['bday']
relaxation,happiness,['relax']
hug,happiness,['hug']
hilarious,happiness,['hilari']
contentment,happiness,['content']
weeeee,happiness,['weeeee']
dearest,happiness,['dearest']
accomplished,happiness,['accomplish']
fulfilled,happiness,['fulfil']
adore,happiness,['ador']
bountiful,happiness,['bounti']
victor,happiness,['victor']
boisterous,happiness,['boister']
fulfill,happiness,['fulfil']
cuddles,happiness,['cuddl']
prosperous,happiness,['prosper']
serenity,happiness,['seren']
glow,happiness,['glow']
encouraged,happiness,['encourag']
christmaseve,happiness,['christmasev']
appreciation,happiness,['appreci']
happynewyear,happiness,['happynewyear']
satisfy,happiness,['satisfi']
innerpeace,happiness,['innerpeac']
captivate,happiness,['captiv']
besties,happiness,['besti']
romanticism,happiness,['romantic']
humor,happiness,['humor']
pleasant,happiness,['pleasant']
satisfaction,happiness,['satisfact']
praised,happiness,['prais']
abundance,happiness,['abund']
treasure,happiness,['treasur']
praises,happiness,['prais']
engaged,happiness,['engag']
relaxing,happiness,['relax']
fortunes,happiness,['fortun']
nothingbetter,happiness,['nothingbett']
complement,happiness,['complement']
affection,happiness,['affect']
relieved,happiness,['reliev']
carnival,happiness,['carniv']
uplifting,happiness,['uplift']
divine,happiness,['divin']
champion,happiness,['champion']
thanksgiving,happiness,['thanksgiv']
achieve,happiness,['achiev']
jackpot,happiness,['jackpot']
priceless,happiness,['priceless']
saintly,happiness,['saint']
sensuality,happiness,['sensual']
wedding,happiness,['wed']
harmoniously,happiness,['harmoni']
honeymoon,happiness,['honeymoon']
exalt,happiness,['exalt']
twinkle,happiness,['twinkl']
cuddle,happiness,['cuddl']
felicity,happiness,['felic']
peaceful,happiness,['peac']
yayy,happiness,['yayi']
winner,happiness,['winner']
reverie,happiness,['reveri']
climax,happiness,['climax']
comforting,happiness,['comfort']
xoxo,happiness,['xoxo']
reward,happiness,['reward']
gorgeous,happiness,['gorgeous']
praisegod,happiness,['praisegod']
generosity,happiness,['generos']
hearts,happiness,['heart']
stargazing,happiness,['stargaz']
snuggling,happiness,['snuggl']
fondness,happiness,['fond']
amusing,happiness,['amus']
sweet,happiness,['sweet']
brighter,happiness,['brighter']
festival,happiness,['festiv']
sex,happiness,['sex']
kind,happiness,['kind']
parade,happiness,['parad']
genial,happiness,['genial']
applause,happiness,['applaus']
beauty,happiness,['beauti']
fulfilling,happiness,['fulfil']
aspiring,happiness,['aspir']
newlife,happiness,['newlif']
godbless,happiness,['godbless']
virtuous,happiness,['virtuous']
kiss,happiness,['kiss']
rainbows,happiness,['rainbow']
generous,happiness,['generous']
christmas,happiness,['christma']
enlightenment,happiness,['enlighten']
winnings,happiness,['win']
playful,happiness,['play']
super,happiness,['super']
awards,happiness,['award']
praiseworthy,happiness,['praiseworthi']
rekindle,happiness,['rekindl']
adorable,happiness,['ador']
elegance,happiness,['eleg']
independence,happiness,['independ']
amour,happiness,['amour']
kindness,happiness,['kind']
inspired,happiness,['inspir']
wonder,happiness,['wonder']
successful,happiness,['success']
heheh,happiness,['heheh']
onelove,happiness,['onelov']
hilarity,happiness,['hilar']
freely,happiness,['freeli']
surprises,happiness,['surpris']
entertainment,happiness,['entertain']
passion,happiness,['passion']
whimsical,happiness,['whimsic']
beautify,happiness,['beautifi']
stressfree,happiness,['stressfre']
sunrise,happiness,['sunris']
godisgood,happiness,['godisgood']
revere,happiness,['rever']
snuggled,happiness,['snuggl']
accomplishment,happiness,['accomplish']
jesus,happiness,['jesus']
angel,happiness,['angel']
goodmusic,happiness,['goodmus']
inspire,happiness,['inspir']
flirt,happiness,['flirt']
thankgod,happiness,['thankgod']
whoo,happiness,['whoo']
goodies,happiness,['goodi']
peacefully,happiness,['peac']
fanfare,happiness,['fanfar']
friendship,happiness,['friendship']
heroic,happiness,['heroic']
summer,happiness,['summer']
fortune,happiness,['fortun']
highest,happiness,['highest']
singing,happiness,['sing']
exalted,happiness,['exalt']
woot,happiness,['woot']
contented,happiness,['content']
overflowing,happiness,['overflow']
rollicking,happiness,['rollick']
hope,happiness,['hope']
accolade,happiness,['accolad']
cozy,happiness,['cozi']
delicious,happiness,['delici']
ambition,happiness,['ambit']
friendly,happiness,['friend']
praise,happiness,['prais']
raving,happiness,['rave']
sensuous,happiness,['sensuous']
picturesque,happiness,['picturesqu']
thelife,happiness,['thelif']
everlasting,happiness,['everlast']
darling,happiness,['darl']
sparkle,happiness,['sparkl']
yeahhh,happiness,['yeahhh']
flattering,happiness,['flatter']
succeeding,happiness,['succeed']
peace,happiness,['peac']
heroism,happiness,['heroism']
luckygirl,happiness,['luckygirl']
sensual,happiness,['sensual']
grace,happiness,['grace']
special,happiness,['special']
livelife,happiness,['livelif']
tantalizing,happiness,['tantal']
pumped,happiness,['pump']
relax,happiness,['relax']
hero,happiness,['hero']
sweets,happiness,['sweet']
admirable,happiness,['admir']
yey,happiness,['yey']
surprise,happiness,['surpris']
hugs,happiness,['hug']
prosper,happiness,['prosper']
revels,happiness,['revel']
sunny,happiness,['sunni']
prevail,happiness,['prevail']
liking,happiness,['like']
humorous,happiness,['humor']
worthwhile,happiness,['worthwhil']
superstar,happiness,['superstar']
bless,happiness,['bless']
favorable,happiness,['favor']
tenderness,happiness,['tender']
newyear,happiness,['newyear']
freedom,happiness,['freedom']
masterpiece,happiness,['masterpiec']
dreams,happiness,['dream']
hopeful,happiness,['hope']
home,happiness,['home']
cruising,happiness,['cruis']
gracias,happiness,['gracia']
faithfulness,happiness,['faith']
eagerness,happiness,['eager']
closeness,happiness,['close']
sunshine,happiness,['sunshin']
comfy,happiness,['comfi']
gift,happiness,['gift']
bonus,happiness,['bonus']
daughter,happiness,['daughter']
vacation,happiness,['vacat']
confidence,happiness,['confid']
zeal,happiness,['zeal']
astonishment,happiness,['astonish']
heart,happiness,['heart']
completion,happiness,['complet']
gifts,happiness,['gift']
mistletoe,happiness,['mistleto']
elite,happiness,['elit']
good,happiness,['good']
celestial,happiness,['celesti']
illuminate,happiness,['illumin']
lifted,happiness,['lift']
goodmorning,happiness,['goodmorn']
charmed,happiness,['charm']
encouragement,happiness,['encourag']
sublime,happiness,['sublim']
dance,happiness,['danc']
recreation,happiness,['recreat']
gush,happiness,['gush']
god,happiness,['god']
free,happiness,['free']
freshstart,happiness,['freshstart']
savior,happiness,['savior']
sanctuary,happiness,['sanctuari']
grandchildren,happiness,['grandchildren']
wellness,happiness,['well']
revel,happiness,['revel']
alive,happiness,['aliv']
bridal,happiness,['bridal']
inspirational,happiness,['inspir']
vitality,happiness,['vital']
liberation,happiness,['liber']
holiness,happiness,['holi']
firstborn,happiness,['firstborn']
money,happiness,['money']
rainbow,happiness,['rainbow']
dayoff,happiness,['dayoff']
serene,happiness,['seren']
confident,happiness,['confid']
soothing,happiness,['sooth']
music,happiness,['music']
matrimony,happiness,['matrimoni']
soar,happiness,['soar']
savor,happiness,['savor']
fab,happiness,['fab']
mastery,happiness,['masteri']
warmth,happiness,['warmth']
elegant,happiness,['eleg']
glimmer,happiness,['glimmer']
blossom,happiness,['blossom']
illumination,happiness,['illumin']
welcomed,happiness,['welcom']
treat,happiness,['treat']
faithful,happiness,['faith']
snuggles,happiness,['snuggl']
laurels,happiness,['laurel']
commendable,happiness,['commend']
strengthening,happiness,['strengthen']
succeed,happiness,['succeed']
aspire,happiness,['aspir']
abundant,happiness,['abund']
powerful,happiness,['power']
almighty,happiness,['almighti']
jingle,happiness,['jingl']
silly,happiness,['silli']
remarkable,happiness,['remark']
zest,happiness,['zest']
pride,happiness,['pride']
brotherly,happiness,['brother']
greeted,happiness,['greet']
presents,happiness,['present']
resplendent,happiness,['resplend']
fancy,happiness,['fanci']
noschool,happiness,['noschool']
leisure,happiness,['leisur']
vivid,happiness,['vivid']
thanking,happiness,['thank']
therapeutic,happiness,['therapeut']
familytime,happiness,['familytim']
zen,happiness,['zen']
reunited,happiness,['reunit']
animated,happiness,['anim']
comfort,happiness,['comfort']
princely,happiness,['princ']
shining,happiness,['shine']
complete,happiness,['complet']
kudos,happiness,['kudo']
payday,happiness,['payday']
cutie,happiness,['cuti']
coronation,happiness,['coron']
spirit,happiness,['spirit']
newme,happiness,['newm']
kid,happiness,['kid']
marriage,happiness,['marriag']
relationship,happiness,['relationship']
daymade,happiness,['daymad']
godly,happiness,['god']
spouse,happiness,['spous']
intimately,happiness,['intim']
achieved,happiness,['achiev']
soulful,happiness,['soul']
welcoming,happiness,['welcom']
satisfied,happiness,['satisfi']
family,happiness,['famili']
meritorious,happiness,['meritori']
purr,happiness,['purr']
motherhood,happiness,['motherhood']
carefree,happiness,['carefre']
gem,happiness,['gem']
excel,happiness,['excel']
healthy,happiness,['healthi']
surreal,happiness,['surreal']
diamond,happiness,['diamond']
charitable,happiness,['charit']
inviting,happiness,['invit']
erotic,happiness,['erot']
memorable,happiness,['memor']
veracity,happiness,['verac']
friends,happiness,['friend']
stressrelief,happiness,['stressrelief']
holyspirit,happiness,['holyspirit']
respect,happiness,['respect']
beach,happiness,['beach']
nature,happiness,['natur']
dignity,happiness,['digniti']
bloom,happiness,['bloom']
accomplish,happiness,['accomplish']
christ,happiness,['christ']
encourage,happiness,['encourag']
teamjesus,happiness,['teamjesus']
visionary,happiness,['visionari']
baby,happiness,['babi']
refreshed,happiness,['refresh']
